,Cluster_Index,Latitude,Longitude,Month,X,crime,danger_index,hours,minutes
0,0,25.432104,81.552,2015-04-25,10331.0,Rape,173,18,50
1,0,25.431477,81.55328,2006-06-20,10332.0,Robery,173,18,12
2,0,25.433921,81.558307,2008-07-29,10333.0,Robery,173,20,14
3,0,25.430465,81.552658,2015-06-19,10334.0,Robery,173,12,1
4,0,25.433921,81.558307,2011-03-18,10335.0,Hit And Run,173,10,5
5,0,25.437723,81.564477,2013-04-15,10336.0,Kidnap,173,6,49
6,0,25.44104,81.552066,2009-05-13,10337.0,Rape,173,7,4
7,0,25.434902,81.564621,2014-08-20,10338.0,Murder,173,6,44
8,0,25.44104,81.552066,2011-12-15,10339.0,Hit And Run,173,13,10
9,0,25.44104,81.552066,2006-09-01,10340.0,Pick,173,19,33
10,0,25.437723,81.564477,2014-06-14,10341.0,Robery,173,15,23
11,0,25.44104,81.552066,2012-07-05,10342.0,Violence and Offence,173,17,15
12,0,25.44104,81.552066,2012-05-10,10343.0,Rape,173,11,44
13,0,25.437723,81.564477,2013-02-17,10344.0,Murder,173,20,49
14,0,25.44104,81.552066,2006-08-18,10345.0,Chain,173,22,57
15,0,25.437723,81.564477,2005-04-27,10346.0,Pick,173,16,12
16,0,25.44104,81.552066,2006-08-10,10347.0,Pick,173,20,50
17,0,25.44104,81.552066,2014-12-29,10348.0,Pick,173,15,31
18,0,25.432352,81.563885,2011-02-22,10349.0,Pick,173,3,30
19,0,25.433155,81.560148,2013-09-13,10350.0,Robery,173,20,38
20,0,25.433155,81.560148,2013-03-29,10351.0,Kidnap,173,0,5
21,0,25.433155,81.560148,2008-10-15,10352.0,Kidnap,173,7,54
22,0,25.435853,81.560262,2006-06-24,10353.0,Murder,173,1,48
23,0,25.436561,81.562036,2007-04-13,10354.0,Hit And Run,173,8,39
24,0,25.44104,81.552066,2014-05-04,10355.0,Murder,173,3,30
25,0,25.44104,81.552066,2007-06-06,10356.0,Robery,173,2,34
26,0,25.44104,81.552066,2014-02-17,10357.0,Chain,173,5,49
27,0,25.438534,81.554311,2015-01-08,10358.0,Hit And Run,173,6,24
28,0,25.438534,81.554311,2008-12-11,10359.0,Pick,173,5,45
29,0,25.436334,81.555689,2009-01-06,10360.0,Violence and Offence,173,20,56
30,0,25.437545,81.554335,2013-03-03,10361.0,Murder,173,5,33
31,0,25.433414,81.554737,2009-01-01,10362.0,Murder,173,13,6
32,0,25.436334,81.555689,2014-01-08,10363.0,Rape,173,4,54
33,0,25.433414,81.554737,2010-12-03,10364.0,Pick,173,16,9
34,0,25.434108,81.557039,2012-07-01,10365.0,Hit And Run,173,8,32
35,0,25.440199,81.545342,2010-06-30,10366.0,Violence and Offence,173,13,6
36,0,25.434633,81.549243,2012-01-04,10367.0,Robery,173,10,17
37,0,25.435271,81.548264,2009-09-10,10368.0,Hit And Run,173,13,32
38,0,25.435271,81.548264,2015-09-18,10369.0,Violence and Offence,173,14,28
39,0,25.435271,81.548264,2005-11-17,10370.0,Robery,173,1,36
40,0,25.43766,81.549048,2005-03-13,10371.0,Murder,173,15,20
41,0,25.435447,81.546755,2010-11-27,10372.0,Robery,173,5,57
42,0,25.440199,81.545342,2010-01-16,10373.0,Chain,173,13,47
43,0,25.435271,81.548264,2011-03-15,10374.0,Rape,173,10,9
44,0,25.440199,81.545342,2009-03-01,10375.0,Rape,173,11,20
45,0,25.438702,81.555119,2010-03-14,10376.0,Kidnap,173,10,55
46,0,25.437719,81.556754,2005-12-15,10377.0,Chain,173,3,12
47,0,25.440518,81.559155,2014-03-15,10378.0,Chain,173,12,33
48,0,25.437603,81.557886,2007-06-05,10379.0,Chain,173,7,2
49,0,25.437603,81.557886,2013-07-14,10380.0,Murder,173,16,36
50,0,25.437603,81.557886,2015-03-30,10381.0,Robery,173,6,18
51,0,25.437603,81.557886,2007-05-02,10382.0,Kidnap,173,12,50
52,0,25.439044,81.557128,2012-04-21,10383.0,Pick,173,5,26
53,0,25.437586,81.560009,2014-01-16,10384.0,Chain,173,19,10
54,0,25.438702,81.555119,2005-11-04,10385.0,Robery,173,19,14
55,0,25.437603,81.557886,2005-12-22,10386.0,Robery,173,7,7
56,0,25.439044,81.557128,2006-03-14,10387.0,Kidnap,173,17,45
57,0,25.437603,81.557886,2014-01-01,10388.0,Robery,173,0,2
58,0,25.437603,81.557886,2006-05-29,10389.0,Rape,173,6,48
59,0,25.438303,81.56085,2014-06-10,10390.0,Chain,173,15,33
60,0,25.439044,81.557128,2012-12-23,10391.0,Violence and Offence,173,10,45
61,0,25.437603,81.557886,2009-06-08,10392.0,Violence and Offence,173,10,57
62,0,25.439044,81.557128,2006-11-30,10393.0,Hit And Run,173,8,16
63,0,25.437121,81.557251,2005-03-22,10394.0,Violence and Offence,173,7,51
64,0,25.438389,81.56139,2007-10-04,10395.0,Kidnap,173,15,16
65,0,25.437911,81.559218,2006-11-12,10396.0,Pick,173,12,17
66,0,25.439044,81.557128,2014-05-06,10397.0,Hit And Run,173,5,13
67,0,25.43638,81.558819,2014-03-06,10398.0,Violence and Offence,173,6,6
68,0,25.438702,81.555119,2010-02-16,10399.0,Rape,173,11,11
69,0,25.437719,81.556754,2008-06-30,10400.0,Pick,173,22,17
70,0,25.43638,81.558819,2005-03-03,10401.0,Kidnap,173,18,0
71,0,25.43638,81.558819,2005-02-16,10402.0,Violence and Offence,173,6,58
72,0,25.43638,81.558819,2005-10-19,10403.0,Hit And Run,173,20,14
73,0,25.43638,81.558819,2013-08-31,10404.0,Pick,173,17,31
74,0,25.437719,81.556754,2008-01-03,10405.0,Murder,173,17,48
75,0,25.437719,81.556754,2013-12-08,10406.0,Chain,173,19,27
76,0,25.437603,81.557886,2013-10-15,10407.0,Murder,173,17,23
