,index,Unnamed: 0,X,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
0,113,114,114,2014-06-06,81.708446,25.495406,4,24,Murder,2,169
1,115,116,116,2009-02-19,81.708446,25.495406,2,27,Violence and Offence,2,169
2,118,119,119,2012-06-22,81.707201,25.495109,8,41,Violence and Offence,2,169
3,120,121,121,2013-08-15,81.708446,25.495406,20,1,Violence and Offence,2,169
4,125,126,126,2011-10-27,81.695626,25.49078,18,40,Kidnap,2,169
5,126,127,127,2005-07-27,81.701432,25.488504,1,54,Rape,2,169
6,127,128,128,2007-02-28,81.701432,25.488504,0,19,Murder,2,169
7,129,130,130,2009-02-19,81.700273,25.487732,9,28,Hit And Run,2,169
8,130,131,131,2015-05-27,81.700273,25.487732,12,40,Murder,2,169
9,131,132,132,2009-05-04,81.696911,25.487778,0,10,Rape,2,169
10,132,133,133,2014-04-12,81.694829,25.48716,13,5,Kidnap,2,169
11,133,134,134,2007-06-04,81.700273,25.487732,14,14,Robery,2,169
12,134,135,135,2015-01-23,81.696911,25.487778,1,9,Kidnap,2,169
13,135,136,136,2008-02-07,81.690441,25.48799,22,9,Pick,2,169
14,136,137,137,2015-07-08,81.696911,25.487778,2,6,Robery,2,169
15,137,138,138,2012-07-16,81.699637,25.486441,1,14,Murder,2,169
16,138,139,139,2006-01-31,81.700273,25.487732,11,17,Kidnap,2,169
17,139,140,140,2015-04-16,81.699026,25.485385,15,44,Pick,2,169
18,140,141,141,2008-06-23,81.699026,25.485385,22,33,Robery,2,169
19,141,142,142,2015-10-12,81.695334,25.488944,1,6,Violence and Offence,2,169
20,142,143,143,2010-03-13,81.700273,25.487732,9,16,Murder,2,169
21,143,144,144,2014-09-16,81.692733,25.487234,20,44,Murder,2,169
22,144,145,145,2010-10-18,81.692733,25.487234,0,41,Violence and Offence,2,169
23,145,146,146,2005-10-23,81.700273,25.487732,15,19,Hit And Run,2,169
24,146,147,147,2009-05-28,81.700273,25.487732,22,51,Pick,2,169
25,147,148,148,2011-08-10,81.700273,25.487732,1,1,Robery,2,169
26,148,149,149,2011-04-22,81.700273,25.487732,1,41,Chain,2,169
27,149,150,150,2008-05-29,81.700273,25.487732,18,51,Murder,2,169
28,150,151,151,2012-01-03,81.700273,25.487732,1,0,Rape,2,169
29,151,152,152,2010-12-30,81.700273,25.487732,13,22,Hit And Run,2,169
30,152,153,153,2005-07-21,81.700273,25.487732,19,16,Murder,2,169
31,153,154,154,2011-12-11,81.694829,25.48716,15,56,Murder,2,169
32,154,155,155,2006-09-29,81.694829,25.48716,7,35,Pick,2,169
33,159,160,160,2007-10-12,81.703834,25.49254,4,2,Hit And Run,2,169
34,160,161,161,2009-02-14,81.707432,25.493475,16,26,Rape,2,169
35,161,162,162,2007-09-09,81.704453,25.493192,18,52,Chain,2,169
36,163,164,164,2009-11-01,81.705131,25.493952,8,16,Kidnap,2,169
37,164,165,165,2011-10-13,81.708503,25.496315,0,37,Hit And Run,2,169
38,167,168,168,2014-04-17,81.708101,25.49819,13,6,Pick,2,169
39,171,172,172,2009-12-03,81.706101,25.49582,8,34,Robery,2,169
40,172,173,173,2013-10-27,81.709264,25.501722,4,9,Robery,2,169
41,173,174,174,2009-05-06,81.703928,25.500217,5,19,Chain,2,169
42,174,175,175,2005-03-06,81.706101,25.49582,7,2,Pick,2,169
43,180,181,181,2009-12-03,81.693404,25.47203,9,58,Pick,2,169
44,340,341,341,2011-10-05,81.699386,25.481244,22,41,Pick,2,169
45,351,352,352,2010-01-16,81.70029,25.480505,14,48,Murder,2,169
46,354,355,355,2014-11-06,81.70141,25.48241,22,30,Kidnap,2,169
47,356,357,357,2011-05-31,81.701289,25.486004,12,58,Violence and Offence,2,169
48,357,358,358,2008-03-02,81.701289,25.486004,22,53,Hit And Run,2,169
49,362,363,363,2009-12-07,81.690769,25.468415,0,50,Murder,2,169
50,363,364,364,2007-09-23,81.693339,25.465899,13,38,Robery,2,169
51,364,365,365,2014-06-24,81.692717,25.466083,13,49,Robery,2,169
52,365,366,366,2009-09-28,81.690769,25.468415,1,38,Murder,2,169
53,366,367,367,2011-03-21,81.688185,25.466687,16,58,Violence and Offence,2,169
54,367,368,368,2015-10-23,81.688856,25.465605,17,14,Murder,2,169
55,368,369,369,2013-08-03,81.693564,25.467348,11,24,Kidnap,2,169
56,369,370,370,2006-03-02,81.693339,25.465899,2,16,Kidnap,2,169
57,370,371,371,2008-07-14,81.699288,25.483014,15,25,Pick,2,169
58,371,372,372,2007-01-18,81.697991,25.485872,17,34,Chain,2,169
59,372,373,373,2007-10-12,81.699288,25.483014,5,28,Hit And Run,2,169
60,373,374,374,2014-11-29,81.696099,25.481318,6,43,Robery,2,169
61,374,375,375,2007-08-22,81.699288,25.483014,13,23,Pick,2,169
62,375,376,376,2007-06-26,81.697991,25.485872,1,17,Robery,2,169
63,376,377,377,2005-01-14,81.699288,25.483014,6,9,Robery,2,169
64,377,378,378,2010-09-17,81.697991,25.485872,19,49,Rape,2,169
65,378,379,379,2007-04-23,81.697991,25.485872,22,53,Violence and Offence,2,169
66,379,380,380,2010-04-09,81.697991,25.485872,3,30,Kidnap,2,169
67,380,381,381,2014-07-25,81.696099,25.481318,14,13,Kidnap,2,169
68,381,382,382,2010-02-18,81.693609,25.484292,22,42,Pick,2,169
69,382,383,383,2012-06-08,81.697991,25.485872,5,12,Chain,2,169
70,383,384,384,2011-05-07,81.697192,25.48378,9,45,Rape,2,169
71,384,385,385,2009-12-01,81.697192,25.48378,9,17,Pick,2,169
72,385,386,386,2014-04-13,81.697266,25.485974,4,48,Murder,2,169
73,386,387,387,2007-05-15,81.695483,25.481952,20,50,Hit And Run,2,169
